id,slot_no,status,vehicle,lot_id,road_name,lot_type,geom
1039,1039,,,Lenana Road8,Lenana Road,,0106000020E6100000010000000103000000010000000500000090580315C7664240004CE91727A9F4BF889B7444C6664240029C936528A9F4BF484517CCC6664240FF83291BEDA8F4BF40025076C7664240FF7FDA17ECA8F4BF90580315C7664240004CE91727A9F4BF
1041,1041,,,Lenana Road10,Lenana Road,,0106000020E61000000100000001030000000100000005000000E060C7D0C86642400290A15124A9F4BFE0D22229C9664240011D1681E9A8F4BF109FD401CA664240FE27E936E8A8F4BFA060F8BBC966424012DC48D922A9F4BFE060C7D0C86642400290A15124A9F4BF
1042,1042,,,Lenana Road11,Lenana Road,,0106000020E61000000100000001030000000100000005000000B89813DFC9664240FF1327EA11AAF4BF38B4B2FEC866424002908DB412AAF4BF10EBD49CC966424001233830E4A9F4BF0884066ACA664240FFADB893E3A9F4BFB89813DFC9664240FF1327EA11AAF4BF
1043,1043,,,Lenana Road12,Lenana Road,,0106000020E61000000100000001030000000100000005000000F0F39161C366424000C205C417AAF4BF2837AC71C266424001A8619C18AAF4BF68356007C3664240021D6A34E9A9F4BF889F2DC4C3664240017988A4E8A9F4BFF0F39161C366424000C205C417AAF4BF
1044,1044,,,Lenana Road13,Lenana Road,,0106000020E61000000100000001030000000100000005000000B89D8B33C4664240FF86C60617AAF4BFF0F39161C366424000C205C417AAF4BF889F2DC4C3664240017988A4E8A9F4BF4878E0A8C4664240008851F6E7A9F4BFB89D8B33C4664240FF86C60617AAF4BF
1045,1045,,,Lenana Road14,Lenana Road,,0106000020E61000000100000001030000000100000005000000988BF704C5664240FFBB104A16AAF4BFB89D8B33C4664240FF86C60617AAF4BF4878E0A8C4664240008851F6E7A9F4BFC83B5967C5664240004C1865E7A9F4BF988BF704C5664240FFBB104A16AAF4BF
1046,1046,,,Lenana Road15,Lenana Road,,0106000020E61000000100000001030000000100000005000000C8FBB0CCC566424000F7F19515AAF4BF988BF704C5664240FFBB104A16AAF4BFC83B5967C5664240004C1865E7A9F4BF706E366AC6664240FE7ACB9FE6A9F4BFC8FBB0CCC566424000F7F19515AAF4BF
1047,1047,,,Lenana Road16,Lenana Road,,0106000020E61000000100000001030000000100000005000000F8B7EDB0C666424001D952C814AAF4BFC8FBB0CCC566424000F7F19515AAF4BF706E366AC6664240FE7ACB9FE6A9F4BF48742729C766424000864D0EE6A9F4BFF8B7EDB0C666424001D952C814AAF4BF
1048,1048,,,Lenana Road17,Lenana Road,,0106000020E61000000100000001030000000100000005000000E0D33F6FC7664240FF19CB1C14AAF4BFF8B7EDB0C666424001D952C814AAF4BF48742729C766424000864D0EE6A9F4BFA0A2E70CC866424002BEE460E5A9F4BFE0D33F6FC7664240FF19CB1C14AAF4BF
1049,1049,,,Lenana Road18,Lenana Road,,0106000020E61000000100000001030000000100000005000000E0B15F17C86642400199208513AAF4BFE0D33F6FC7664240FF19CB1C14AAF4BFA0A2E70CC866424002BEE460E5A9F4BFB8E464C1C8664240005F74D7E4A9F4BFE0B15F17C86642400199208513AAF4BF
1050,1050,,,Lenana Road19,Lenana Road,,0106000020E6100000010000000103000000010000000500000038B4B2FEC866424002908DB412AAF4BFE0B15F17C86642400199208513AAF4BFB8E464C1C8664240005F74D7E4A9F4BF10EBD49CC966424001233830E4A9F4BF38B4B2FEC866424002908DB412AAF4BF
1051,1051,available,,Lenana Road20,Lenana Road,,0106000020E61000000100000001030000000100000005000000B89813DFC9664240FF1327EA11AAF4BF0884066ACA664240FFADB893E3A9F4BF38F73537CB66424000F27DF7E2A9F4BF387D74BFCA6642400250052011AAF4BFB89813DFC9664240FF1327EA11AAF4BF
1052,1052,,,Lenana Road21,Lenana Road,,0106000020E61000000100000001030000000100000005000000780AB205C7664240FF46C22681A9F4BF90B714DEC5664240FF6B2BA751A9F4BF08088D9DC6664240000C60C24FA9F4BF78E4E0F0C76642400097572A7FA9F4BF780AB205C7664240FF46C22681A9F4BF
1053,1053,,,Lenana Road22,Lenana Road,,0106000020E6100000010000000103000000010000000500000058AA84F4C266424002CFDBF189A9F4BFC0F8CF2BC26642400034EBA38BA9F4BF905D4F32C166424002D6637B5DA9F4BF80479DEBC1664240FF302AA65BA9F4BF58AA84F4C266424002CFDBF189A9F4BF
1054,1054,,,Lenana Road23,Lenana Road,,0106000020E6100000010000000103000000010000000500000080472794C36642400090A69888A9F4BF58AA84F4C266424002CFDBF189A9F4BF80479DEBC1664240FF302AA65BA9F4BFA8A2F2C8C2664240FEECAB7559A9F4BF80472794C36642400090A69888A9F4BF
1055,1055,,,Lenana Road24,Lenana Road,,0106000020E6100000010000000103000000010000000500000028FD4E77C466424002A4AEAD86A9F4BF80472794C36642400090A69888A9F4BFA8A2F2C8C2664240FEECAB7559A9F4BF5851868EC3664240FED14E8157A9F4BF28FD4E77C466424002A4AEAD86A9F4BF
1056,1056,,,Lenana Road25,Lenana Road,,0106000020E6100000010000000103000000010000000500000068A37F5EC5664240FEF8DAB984A9F4BF28FD4E77C466424002A4AEAD86A9F4BF5851868EC3664240FED14E8157A9F4BF5894AB55C4664240FFEBEA8855A9F4BF68A37F5EC5664240FEF8DAB984A9F4BF
1057,1057,,,Lenana Road26,Lenana Road,,0106000020E61000000100000001030000000100000005000000B00A811AC666424002B0712383A9F4BF68A37F5EC5664240FEF8DAB984A9F4BF5894AB55C4664240FFEBEA8855A9F4BF60419A1EC566424001843B8C53A9F4BFB00A811AC666424002B0712383A9F4BF
1058,1058,,,Lenana Road27,Lenana Road,,0106000020E61000000100000001030000000100000005000000780AB205C7664240FF46C22681A9F4BFB00A811AC666424002B0712383A9F4BF60419A1EC566424001843B8C53A9F4BF90B714DEC5664240FF6B2BA751A9F4BF780AB205C7664240FF46C22681A9F4BF
1059,1059,,,Lenana Road28,Lenana Road,,0106000020E61000000100000001030000000100000005000000B80418B7CD664240FF1832C8A4A9F4BF90C244DCCC664240FE6888B8A6A9F4BFA83A59E1CB664240FF48411F7BA9F4BF00A1DEC1CC66424000C250C679A9F4BFB80418B7CD664240FF1832C8A4A9F4BF
1060,1060,,,Lenana Road29,Lenana Road,,0106000020E6100000010000000103000000010000000500000050C30865CA664240FE601950ACA9F4BFA8F06C9EC966424000A98812AEA9F4BF00B4DCC2C8664240024B01EA7FA9F4BFC87E927FC9664240024218C87EA9F4BF50C30865CA664240FE601950ACA9F4BF
1061,1061,,,Lenana Road30,Lenana Road,,0106000020E6100000010000000103000000010000000500000060C0961ACB66424001B451B4AAA9F4BF50C30865CA664240FE601950ACA9F4BFC87E927FC9664240024218C87EA9F4BF90128178CA664240000193497DA9F4BF60C0961ACB66424001B451B4AAA9F4BF
1062,1062,,,Lenana Road31,Lenana Road,,0106000020E61000000100000001030000000100000005000000B087D912CC66424002F56881A8A9F4BF60C0961ACB66424001B451B4AAA9F4BF90128178CA664240000193497DA9F4BF2025C721CB66424001D575457CA9F4BFB087D912CC66424002F56881A8A9F4BF
1063,1063,,,Lenana Road32,Lenana Road,,0106000020E6100000010000000103000000010000000500000090C244DCCC664240FE6888B8A6A9F4BFB087D912CC66424002F56881A8A9F4BF2025C721CB66424001D575457CA9F4BFA83A59E1CB664240FF48411F7BA9F4BF90C244DCCC664240FE6888B8A6A9F4BF
1064,1064,,,Lenana Road33,Lenana Road,,0106000020E61000000100000001030000000100000005000000B80418B7CD664240FF1832C8A4A9F4BF00A1DEC1CC66424000C250C679A9F4BF98E161A2CD664240FFF2A46D78A9F4BF2021E991CE664240FE8020D8A2A9F4BFB80418B7CD664240FF1832C8A4A9F4BF
1065,1065,,,Upper Hill Gardens Apartments1,Upper Hill Gardens Apartments,,0106000020E610000001000000010300000001000000050000002040A508B867424001E19B7897B3F4BF3862891BB8674240020E9B145BB3F4BF783B8FE5B8674240016B68724DB3F4BF08F4A6B5B8674240FF669A528CB3F4BF2040A508B867424001E19B7897B3F4BF
1066,1066,,,Upper Hill Gardens Apartments2,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000C8A65393AA674240FF48CA7D75B4F4BF101951A5A9674240011232D484B4F4BF101951A5A9674240FE0E74EC54B4F4BF50B0DE99AA67424000378C6B44B4F4BFC8A65393AA674240FF48CA7D75B4F4BF
1067,1067,,,Upper Hill Gardens Apartments3,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000184C077BAB674240FFA7898F66B4F4BFC8A65393AA674240FF48CA7D75B4F4BF50B0DE99AA67424000378C6B44B4F4BF382AA259AB674240FE6D847A37B4F4BF184C077BAB674240FFA7898F66B4F4BF
1068,1068,,,Upper Hill Gardens Apartments4,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000B0DB0120AC674240FEE1DEED5BB4F4BF184C077BAB674240FFA7898F66B4F4BF382AA259AB674240FE6D847A37B4F4BFD01E76E6AB674240FFCFAFF92DB4F4BFB0DB0120AC674240FEE1DEED5BB4F4BF
1069,1069,,,Upper Hill Gardens Apartments5,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000B069ADEEAC67424002CF789C4EB4F4BFB0DB0120AC674240FEE1DEED5BB4F4BFD01E76E6AB674240FFCFAFF92DB4F4BFD860F4BEAC6742400058935D1FB4F4BFB069ADEEAC67424002CF789C4EB4F4BF
1070,1070,,,Upper Hill Gardens Apartments6,Upper Hill Gardens Apartments,,0106000020E6100000010000000103000000010000000500000020B48FC9AD67424001687A8140B4F4BFB069ADEEAC67424002CF789C4EB4F4BFD860F4BEAC6742400058935D1FB4F4BF08105F0FAE67424001F4ADA908B4F4BF20B48FC9AD67424001687A8140B4F4BF
1071,1071,,,Upper Hill Gardens Apartments7,Upper Hill Gardens Apartments,,0106000020E6100000010000000103000000010000000500000018B60FE1AE67424000F48F7E2EB4F4BF20B48FC9AD67424001687A8140B4F4BF08105F0FAE67424001F4ADA908B4F4BFA8055CE8AE6742400076FA04FAB3F4BF18B60FE1AE67424000F48F7E2EB4F4BF
1072,1072,,,Upper Hill Gardens Apartments8,Upper Hill Gardens Apartments,,0106000020E6100000010000000103000000010000000500000010EDB2B8AF674240FF72419920B4F4BF18B60FE1AE67424000F48F7E2EB4F4BFA8055CE8AE6742400076FA04FAB3F4BF9052DF85AF674240FF1FD963EFB3F4BF10EDB2B8AF674240FF72419920B4F4BF
1073,1073,,,Upper Hill Gardens Apartments9,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000006FDB73B0674240FE06B68914B4F4BF10EDB2B8AF674240FF72419920B4F4BF9052DF85AF674240FF1FD963EFB3F4BF8886376BB0674240FFA5BDE9DFB3F4BF006FDB73B0674240FE06B68914B4F4BF
1074,1074,,,Upper Hill Gardens Apartments10,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000C0880919B1674240009FD2E409B4F4BF006FDB73B0674240FE06B68914B4F4BF8886376BB0674240FFA5BDE9DFB3F4BF805CF217B1674240023A8B41D4B3F4BFC0880919B1674240009FD2E409B4F4BF
1075,1075,,,Upper Hill Gardens Apartments11,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000501660BAB16742400002497FFFB3F4BFC0880919B1674240009FD2E409B4F4BF805CF217B1674240023A8B41D4B3F4BF30AA9DB2B1674240FF8D89D1C9B3F4BF501660BAB16742400002497FFFB3F4BF
1076,1076,,,Upper Hill Gardens Apartments12,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000509A2C79B2674240016C9C33F3B3F4BF501660BAB16742400002497FFFB3F4BF30AA9DB2B1674240FF8D89D1C9B3F4BF700C8565B26742400180C5BEBDB3F4BF509A2C79B2674240016C9C33F3B3F4BF
1077,1077,,,Upper Hill Gardens Apartments13,Upper Hill Gardens Apartments,,0106000020E6100000010000000103000000010000000500000000E31331B3674240FFE5C059E7B3F4BF509A2C79B2674240016C9C33F3B3F4BF700C8565B26742400180C5BEBDB3F4BF6038772BB3674240FE5DE762B0B3F4BF00E31331B3674240FFE5C059E7B3F4BF
1078,1078,,,Upper Hill Gardens Apartments14,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000F81B5B0CB4674240013B5138D9B3F4BF00E31331B3674240FFE5C059E7B3F4BF6038772BB3674240FE5DE762B0B3F4BF78FFE3E7B3674240014596ABA3B3F4BFF81B5B0CB4674240013B5138D9B3F4BF
1079,1079,,,Upper Hill Gardens Apartments15,Upper Hill Gardens Apartments,,0106000020E610000001000000010300000001000000050000005802B5C7B4674240FE2B8D25CDB3F4BFF81B5B0CB4674240013B5138D9B3F4BF78FFE3E7B3674240014596ABA3B3F4BF50F06F98B4674240FF939FC197B3F4BF5802B5C7B4674240FE2B8D25CDB3F4BF
1080,1080,,,Upper Hill Gardens Apartments16,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000C8971C86B567424001DB51E0C0B3F4BF5802B5C7B4674240FE2B8D25CDB3F4BF50F06F98B4674240FF939FC197B3F4BFB8C4DA4AB5674240FFD22DB78BB3F4BFC8971C86B567424001DB51E0C0B3F4BF
1081,1081,,,Upper Hill Gardens Apartments17,Upper Hill Gardens Apartments,,0106000020E610000001000000010300000001000000050000003023D28FB6674240008509C1AFB3F4BFC8971C86B567424001DB51E0C0B3F4BFB8C4DA4AB5674240FFD22DB78BB3F4BF00305169B6674240FE8C4D6278B3F4BF3023D28FB6674240008509C1AFB3F4BF
1082,1082,,,Upper Hill Gardens Apartments18,Upper Hill Gardens Apartments,,0106000020E610000001000000010300000001000000050000007066A15BB76742400113E29EA2B3F4BF3023D28FB6674240008509C1AFB3F4BF00305169B6674240FE8C4D6278B3F4BFF0888351B7674240FEB0CDB668B3F4BF7066A15BB76742400113E29EA2B3F4BF
1083,1083,,,Upper Hill Gardens Apartments19,Upper Hill Gardens Apartments,,0106000020E610000001000000010300000001000000050000002040A508B867424001E19B7897B3F4BF7066A15BB76742400113E29EA2B3F4BFF0888351B7674240FEB0CDB668B3F4BF3862891BB8674240020E9B145BB3F4BF2040A508B867424001E19B7897B3F4BF
1084,1084,,,Upper Hill Gardens Apartments20,Upper Hill Gardens Apartments,,0106000020E610000001000000010300000001000000050000001056682FC1674240FEAA16C47FB3F4BFB8D76BAFC267424000E6AC5E64B3F4BFF819110BC36742400054C45B7AB3F4BF0019E073C1674240FE9C5E4F92B3F4BF1056682FC1674240FEAA16C47FB3F4BF
1085,1085,,,Upper Hill Gardens Apartments21,Upper Hill Gardens Apartments,,0106000020E6100000010000000103000000010000000500000050BAC1ABC0674240FF5C8FA3E8B2F4BF68F3505FBF674240FE6D441302B3F4BF280F1D05BF674240011042A5E9B2F4BFD0B77254C0674240FFEF7CB0D3B2F4BF50BAC1ABC0674240FF5C8FA3E8B2F4BF
1086,1086,,,Upper Hill Gardens Apartments22,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000A838740BC1674240FF76C299FFB2F4BF685C9FA9BF6742400159593316B3F4BF68F3505FBF674240FE6D441302B3F4BF50BAC1ABC0674240FF5C8FA3E8B2F4BFA838740BC1674240FF76C299FFB2F4BF
1087,1087,,,Upper Hill Gardens Apartments23,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000F8A78378C1674240FEB9D5C419B3F4BF20168C12C0674240FFE2379E32B3F4BF685C9FA9BF6742400159593316B3F4BFA838740BC1674240FF76C299FFB2F4BFF8A78378C1674240FEB9D5C419B3F4BF
1088,1088,,,Upper Hill Gardens Apartments24,Upper Hill Gardens Apartments,,0106000020E6100000010000000103000000010000000500000020C6A0BDC16742400141245A2AB3F4BFE0379D55C067424002AA0EC844B3F4BF20168C12C0674240FFE2379E32B3F4BFF8A78378C1674240FEB9D5C419B3F4BF20C6A0BDC16742400141245A2AB3F4BF
1089,1089,,,Upper Hill Gardens Apartments25,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000B017BDFFC167424001374D373AB3F4BF705E1E9DC0674240FEADCA2558B3F4BFE0379D55C067424002AA0EC844B3F4BF20C6A0BDC16742400141245A2AB3F4BFB017BDFFC167424001374D373AB3F4BF
1090,1090,,,Upper Hill Gardens Apartments26,Upper Hill Gardens Apartments,,0106000020E6100000010000000103000000010000000500000030BBC853C2674240007995614EB3F4BF1893F0EAC0674240007113396DB3F4BF705E1E9DC0674240FEADCA2558B3F4BFB017BDFFC167424001374D373AB3F4BF30BBC853C2674240007995614EB3F4BF
1091,1091,,,Upper Hill Gardens Apartments27,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000B8D76BAFC267424000E6AC5E64B3F4BF1056682FC1674240FEAA16C47FB3F4BF1893F0EAC0674240007113396DB3F4BF30BBC853C2674240007995614EB3F4BFB8D76BAFC267424000E6AC5E64B3F4BF
1092,1092,,,Upper Hill Gardens Apartments28,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000A0B6FD2DAC67424002923BC7DBB5F4BFE87F8E03AD674240FEDB1111A8B5F4BF90040286AD674240017575B0C6B5F4BFA8FB6FAEAC67424002852296FAB5F4BFA0B6FD2DAC67424002923BC7DBB5F4BF
1093,1093,,,Upper Hill Gardens Apartments29,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000F0101905AA67424000A34128F4B4F4BFC8F6C169A967424002895FEB31B5F4BF881262D8A8674240FFEEE40D0FB5F4BFA82A1570A9674240029D842DD1B4F4BFF0101905AA67424000A34128F4B4F4BF
1094,1094,,,Upper Hill Gardens Apartments30,Upper Hill Gardens Apartments,,0106000020E6100000010000000103000000010000000500000008EEBCD1AA674240FEDD483124B5F4BFE0727D0BAA674240016B56B558B5F4BFC8F6C169A967424002895FEB31B5F4BFF0101905AA67424000A34128F4B4F4BF08EEBCD1AA674240FEDD483124B5F4BF
1095,1095,,,Upper Hill Gardens Apartments31,Upper Hill Gardens Apartments,,0106000020E610000001000000010300000001000000050000007013434CAB67424000F4A9F340B5F4BF487F5670AA674240009756E570B5F4BFE0727D0BAA674240016B56B558B5F4BF08EEBCD1AA674240FEDD483124B5F4BF7013434CAB67424000F4A9F340B5F4BF
1096,1096,,,Upper Hill Gardens Apartments32,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000C8B528C0AB674240000FF4275CB5F4BFC89563E7AA67424002F1D5728DB5F4BF487F5670AA674240009756E570B5F4BF7013434CAB67424000F4A9F340B5F4BFC8B528C0AB674240000FF4275CB5F4BF
1097,1097,,,Upper Hill Gardens Apartments33,Upper Hill Gardens Apartments,,0106000020E6100000010000000103000000010000000500000000428221AC674240FE9CF70173B5F4BF70F6A355AB674240FFFBF8E3A7B5F4BFC89563E7AA67424002F1D5728DB5F4BFC8B528C0AB674240000FF4275CB5F4BF00428221AC674240FE9CF70173B5F4BF
1098,1098,,,Upper Hill Gardens Apartments34,Upper Hill Gardens Apartments,,0106000020E6100000010000000103000000010000000500000080D51881AC67424001FAF27189B5F4BFE04B89ADAB674240FE5899F8BCB5F4BF70F6A355AB674240FFFBF8E3A7B5F4BF00428221AC674240FE9CF70173B5F4BF80D51881AC67424001FAF27189B5F4BF
1099,1099,,,Upper Hill Gardens Apartments35,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000E87F8E03AD674240FEDB1111A8B5F4BFA0B6FD2DAC67424002923BC7DBB5F4BFE04B89ADAB674240FE5899F8BCB5F4BF80D51881AC67424001FAF27189B5F4BFE87F8E03AD674240FEDB1111A8B5F4BF
1100,1100,,,Upper Hill Gardens Apartments36,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000E831FD91B067424002E4E38708B7F4BF68C6972DB2674240FEDEB784F0B6F4BF38546C9CB2674240FFE642CB0BB7F4BF684248EDB067424002DC32C11FB7F4BFE831FD91B067424002E4E38708B7F4BF
1101,1101,,,Upper Hill Gardens Apartments37,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000687CB211B1674240009466A7AAB6F4BF58A0318EAF674240FFDDBE71C6B6F4BF00FA2E26AF67424000980BFCABB6F4BF9882709DB067424001A7230B8EB6F4BF687CB211B1674240009466A7AAB6F4BF
1102,1102,,,Upper Hill Gardens Apartments38,Upper Hill Gardens Apartments,,0106000020E610000001000000010300000001000000050000008896B262B1674240FE8BA096BEB6F4BF503767E9AF674240FF72AFA5DDB6F4BF58A0318EAF674240FFDDBE71C6B6F4BF687CB211B1674240009466A7AAB6F4BF8896B262B1674240FE8BA096BEB6F4BF
1103,1103,,,Upper Hill Gardens Apartments39,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000D812C1BEB1674240FED72C3ED5B6F4BF6021B236B0674240FFA2D94EF1B6F4BF503767E9AF674240FF72AFA5DDB6F4BF8896B262B1674240FE8BA096BEB6F4BFD812C1BEB1674240FED72C3ED5B6F4BF
1104,1104,,,Upper Hill Gardens Apartments40,Upper Hill Gardens Apartments,,0106000020E6100000010000000103000000010000000500000068C6972DB2674240FEDEB784F0B6F4BFE831FD91B067424002E4E38708B7F4BF6021B236B0674240FFA2D94EF1B6F4BFD812C1BEB1674240FED72C3ED5B6F4BF68C6972DB2674240FEDEB784F0B6F4BF
1105,1105,,,Upper Hill Gardens Apartments41,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000305768B5BA6742400239B012AFB7F4BF28BFDEFAB967424002B37225BEB7F4BFC836CB2DB9674240FF17283D94B7F4BF60E019D7B9674240FFC8412789B7F4BF305768B5BA6742400239B012AFB7F4BF
1107,1107,,,Upper Hill Gardens Apartments43,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000F84A3476B967424001A1EEDDC8B7F4BF70D82EEEB8674240FF2EACDBD3B7F4BF00C024E1B767424000101905AAB7F4BF7046BE99B8674240FFA7D7EE9DB7F4BFF84A3476B967424001A1EEDDC8B7F4BF
1108,1108,,,Upper Hill Gardens Apartments44,Upper Hill Gardens Apartments,,0106000020E6100000010000000103000000010000000500000028BFDEFAB967424002B37225BEB7F4BFF84A3476B967424001A1EEDDC8B7F4BF7046BE99B8674240FFA7D7EE9DB7F4BFC836CB2DB9674240FF17283D94B7F4BF28BFDEFAB967424002B37225BEB7F4BF
1109,1109,,,Upper Hill Gardens Apartments45,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000305768B5BA6742400239B012AFB7F4BF60E019D7B9674240FFC8412789B7F4BFF8896880BA674240FE795B117EB7F4BF78C9EF6FBB67424001BEEDFF9FB7F4BF305768B5BA6742400239B012AFB7F4BF
1110,1110,,,Upper Hill Gardens Apartments46,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000D033A54BB8674240FEEE2BB81AB7F4BFD8EBC7A7B9674240FE997D3CF9B6F4BF18B38842BA67424001D3C7C516B7F4BFF8C24AC3B8674240010DEFB82FB7F4BFD033A54BB8674240FEEE2BB81AB7F4BF
1111,1111,,,Upper Hill Gardens Apartments47,Upper Hill Gardens Apartments,,0106000020E6100000010000000103000000010000000500000068BB5EE1B767424001F6EC81A2B6F4BF50702566B6674240019FE27FC5B6F4BF90D7C9D4B567424000980BFCABB6F4BF7809025CB7674240FF61EC0D89B6F4BF68BB5EE1B767424001F6EC81A2B6F4BF
1112,1112,,,Upper Hill Gardens Apartments48,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000E855895EB867424001CDB065BAB6F4BF10CA27DDB6674240FE08A863DAB6F4BF50702566B6674240019FE27FC5B6F4BF68BB5EE1B767424001F6EC81A2B6F4BFE855895EB867424001CDB065BAB6F4BF
1113,1113,,,Upper Hill Gardens Apartments49,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000002015D6B8674240FF9CD836D1B6F4BF203F4F61B7674240004DFC95F1B6F4BF10CA27DDB6674240FE08A863DAB6F4BFE855895EB867424001CDB065BAB6F4BF002015D6B8674240FF9CD836D1B6F4BF
1114,1114,,,Upper Hill Gardens Apartments50,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000E8083A43B96742400005510BE6B6F4BFA0A4FFD3B76742400289ADB705B7F4BF203F4F61B7674240004DFC95F1B6F4BF002015D6B8674240FF9CD836D1B6F4BFE8083A43B96742400005510BE6B6F4BF
1115,1115,,,Upper Hill Gardens Apartments51,Upper Hill Gardens Apartments,,0106000020E61000000100000001030000000100000005000000D8EBC7A7B9674240FE997D3CF9B6F4BFD033A54BB8674240FEEE2BB81AB7F4BFA0A4FFD3B76742400289ADB705B7F4BFE8083A43B96742400005510BE6B6F4BFD8EBC7A7B9674240FE997D3CF9B6F4BF
1116,1116,,,Jakaya Kikwete Road1,Jakaya Kikwete Road,,0106000020E61000000100000001030000000100000005000000A8342DE16B6742400004F3F755A0F4BF0812F6E86B674240025268A786A0F4BF00ED423E6B67424000D3638686A0F4BF109B532C6B674240FFC3C8D455A0F4BFA8342DE16B6742400004F3F755A0F4BF
1117,1117,,,Jakaya Kikwete Road2,Jakaya Kikwete Road,,0106000020E61000000100000001030000000100000005000000B0978DD86B6742400246F44725A0F4BFA8342DE16B674240024CAEF755A0F4BF109B532C6B674240010C84D455A0F4BF7815BB186B67424000FCE82225A0F4BFB0978DD86B6742400246F44725A0F4BF
1118,1118,available,,Jakaya Kikwete Road3,Jakaya Kikwete Road,,0106000020E61000000100000001030000000100000005000000D863A19160674240002A441823A0F4BF405383916067424001DF61C653A0F4BFA0F48EB85F67424002EA3C9C53A0F4BF0866EABA5F67424001A5A8EE22A0F4BFD863A19160674240002A441823A0F4BF
1119,1119,,,Jakaya Kikwete Road4,Jakaya Kikwete Road,,0106000020E61000000100000001030000000100000005000000B8819877616742400199D34423A0F4BFC07A2F6D61674240FF8BCBF053A0F4BF405383916067424001DF61C653A0F4BFD863A19160674240002A441823A0F4BFB8819877616742400199D34423A0F4BF
1120,1120,,,Jakaya Kikwete Road5,Jakaya Kikwete Road,,0106000020E61000000100000001030000000100000005000000D06A680D62674240FE4CD16123A0F4BF18E8F120626742400215B11354A0F4BFC07A2F6D61674240FF8BCBF053A0F4BFB8819877616742400199D34423A0F4BFD06A680D62674240FE4CD16123A0F4BF
1121,1121,,,Jakaya Kikwete Road6,Jakaya Kikwete Road,,0106000020E610000001000000010300000001000000050000008099FBC06267424001D5B68423A0F4BFC8F251C06267424000D28F3254A0F4BF18E8F120626742400215B11354A0F4BFD06A680D62674240FE4CD16123A0F4BF8099FBC06267424001D5B68423A0F4BF
1122,1122,,,Jakaya Kikwete Road7,Jakaya Kikwete Road,,0106000020E6100000010000000103000000010000000500000040CBD842636742400077F29D23A0F4BF7044F05F63674240028F6E5154A0F4BFC8F251C06267424000D28F3254A0F4BF8099FBC06267424001D5B68423A0F4BF40CBD842636742400077F29D23A0F4BF
1123,1123,,,Jakaya Kikwete Road8,Jakaya Kikwete Road,,0106000020E610000001000000010300000001000000050000001805720A6467424000119AC423A0F4BFB883A113646742400118547454A0F4BF7044F05F63674240028F6E5154A0F4BF40CBD842636742400077F29D23A0F4BF1805720A6467424000119AC423A0F4BF
1124,1124,,,Jakaya Kikwete Road9,Jakaya Kikwete Road,,0106000020E61000000100000001030000000100000005000000B0BA18B46467424002909EE523A0F4BFF8136FB364674240FED4329354A0F4BFB883A113646742400118547454A0F4BF1805720A6467424000119AC423A0F4BFB0BA18B46467424002909EE523A0F4BF
1125,1125,,,Jakaya Kikwete Road10,Jakaya Kikwete Road,,0106000020E61000000100000001030000000100000005000000387EBC8565674240FE33270E24A0F4BF40E53971656742400266F9B754A0F4BFF8136FB364674240FED4329354A0F4BFB0BA18B46467424002909EE523A0F4BF387EBC8565674240FE33270E24A0F4BF
1126,1126,,,Jakaya Kikwete Road11,Jakaya Kikwete Road,,0106000020E6100000010000000103000000010000000500000020D869256667424088F2052D24A0F4BF70E14A2766674240015F68DB54A0F4BF40E53971656742400266F9B754A0F4BF387EBC8565674240FE33270E24A0F4BF20D869256667424088F2052D24A0F4BF
